step,group,arm,memory_ids,treatment_rollouts,control_rollouts,matched_n,tail_uplift_reward,valid_rate_treatment,valid_rate_control,valid_rate_delta,code_valid_rate_delta,parent_improvement_rate_delta,treatment_has_valid,control_has_valid
2,1,selected,e29ed4f8,38,13,13,-0.00047079374266489893,0.47368421052631576,0.5384615384615384,-0.06477732793522267,-0.08704453441295545,0.05668016194331982,True,True
2,1,explore,c81e4ac7,13,13,13,0.00027740456008062964,0.23076923076923078,0.5384615384615384,-0.30769230769230765,-0.23076923076923073,-0.07692307692307693,True,True
2,2,selected,e29ed4f8,38,13,13,-6.545190741791274e-05,0.5789473684210527,0.3076923076923077,0.27125506072874495,0.022267206477732837,0.13360323886639675,True,True
2,2,explore,c81e4ac7,13,13,13,0.00029444442580439656,0.6923076923076923,0.3076923076923077,0.3846153846153846,0.15384615384615385,0.5384615384615385,True,True
2,3,selected,e29ed4f8,38,13,13,0.0003387270430064149,0.7105263157894737,0.07692307692307693,0.6336032388663968,0.32995951417004055,0.39473684210526316,True,True
2,3,explore,c81e4ac7,13,13,13,0.00043072378638475683,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.23076923076923084,0.23076923076923078,True,True
2,4,selected,e29ed4f8,38,13,13,-0.0013448843963086432,0.3684210526315789,0.23076923076923078,0.13765182186234814,-0.11538461538461542,0.23886639676113358,True,True
2,4,explore,c81e4ac7,13,13,13,0.00024413998576422458,0.15384615384615385,0.23076923076923078,-0.07692307692307693,-0.23076923076923078,0.0,True,True
2,5,selected,e29ed4f8,38,13,13,-0.057658184963854886,0.21052631578947367,0.46153846153846156,-0.2510121457489879,-0.40283400809716596,-0.2773279352226721,True,True
2,5,explore,c81e4ac7,13,13,13,0.0015366884634184785,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.15384615384615385,-0.23076923076923078,True,True
2,6,selected,14e87b21,38,13,13,2.577808466707506,0.23684210526315788,0.0,0.23684210526315788,0.06275303643724695,0.18421052631578946,True,False
2,6,explore,c81e4ac7,13,13,13,2.6178771177539217,0.5384615384615384,0.0,0.5384615384615384,0.23076923076923078,0.5384615384615384,True,False
2,7,selected,e29ed4f8,38,13,13,0.0012241303549900273,0.47368421052631576,0.3076923076923077,0.16599190283400805,0.3805668016194331,0.18421052631578946,True,True
2,7,explore,c81e4ac7,13,13,13,0.0004812368789641752,0.07692307692307693,0.3076923076923077,-0.23076923076923078,0.15384615384615385,0.0,True,True
3,0,selected,e29ed4f8,38,13,13,0.00046073409163494006,0.6052631578947368,0.46153846153846156,0.14372469635627527,0.1255060728744939,0.0060728744939270995,True,True
3,0,explore,f59f8c13,13,13,13,0.0,0.3076923076923077,0.46153846153846156,-0.15384615384615385,0.07692307692307687,-0.07692307692307693,True,True
3,1,selected,e29ed4f8,38,13,13,-1.9487347367090149,0.0,0.07692307692307693,-0.07692307692307693,-0.07489878542510123,0.0,False,True
3,1,explore,f59f8c13,13,13,13,0.6744046983787617,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.07692307692307693,True,True
3,2,selected,e29ed4f8,38,13,13,0.0006387669944341035,0.4473684210526316,0.3076923076923077,0.13967611336032387,-0.06477732793522267,0.13562753036437247,True,True
3,2,explore,f59f8c13,13,13,13,0.0003382112382435132,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.0,True,True
3,3,selected,e29ed4f8,38,13,13,2.341996895308252,0.13157894736842105,0.0,0.13157894736842105,-0.17206477732793524,0.13157894736842105,True,False
3,3,explore,f59f8c13,13,13,13,2.618946133030371,0.3076923076923077,0.0,0.3076923076923077,0.3076923076923077,0.3076923076923077,True,False
3,4,selected,14e87b21,38,13,13,-0.11640787879881609,0.18421052631578946,0.15384615384615385,0.03036437246963561,0.27125506072874495,-0.07489878542510123,True,True
3,4,explore,f59f8c13,13,13,13,-0.00380480092654345,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.0,-0.15384615384615385,True,True
3,5,selected,e29ed4f8,38,13,13,-0.370000094178244,0.13157894736842105,0.23076923076923078,-0.09919028340080974,0.08502024291497973,-0.05060728744939272,True,True
3,5,explore,f59f8c13,13,13,13,-2.618396749501212,0.0,0.23076923076923078,-0.23076923076923078,0.0,-0.07692307692307693,False,True
3,6,selected,14e87b21,38,13,13,-0.4579854391564093,0.10526315789473684,0.07692307692307693,0.02834008097165991,-0.20040485829959517,0.02631578947368421,True,True
3,6,explore,f59f8c13,13,13,13,0.0009017245051556877,0.07692307692307693,0.07692307692307693,0.0,-0.15384615384615385,0.07692307692307693,True,True
3,7,selected,14e87b21,38,13,13,-0.0010398760790244488,0.39473684210526316,0.3076923076923077,0.08704453441295545,0.09514170040485825,-0.12348178137651825,True,True
3,7,explore,f59f8c13,13,13,13,-0.00041350028636699676,0.15384615384615385,0.3076923076923077,-0.15384615384615385,0.0,-0.23076923076923078,True,True
4,0,selected,e29ed4f8,38,13,13,-0.0004549058363361169,0.42105263157894735,0.23076923076923078,0.19028340080971656,-0.11133603238866396,0.18623481781376516,True,True
4,0,explore,5a9a73e0,13,13,13,-8.459458873222303e-05,0.3076923076923077,0.23076923076923078,0.07692307692307693,-0.07692307692307698,0.07692307692307693,True,True
4,1,selected,e29ed4f8,38,13,13,0.00016710294901578493,0.7631578947368421,0.15384615384615385,0.6093117408906883,0.046558704453441235,0.47368421052631576,True,True
4,1,explore,5a9a73e0,13,13,13,0.0002246477719860529,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.0,0.3076923076923077,True,True
4,2,selected,e29ed4f8,38,13,13,0.00259884579647629,0.47368421052631576,0.15384615384615385,0.3198380566801619,-0.082995951417004,0.2894736842105263,True,True
4,2,explore,5a9a73e0,13,13,13,0.002397444774393964,0.15384615384615385,0.15384615384615385,0.0,-0.15384615384615385,0.07692307692307693,True,True
4,3,selected,e29ed4f8,38,13,13,-0.09974220691054025,0.18421052631578946,0.15384615384615385,0.03036437246963561,-0.04251012145748989,0.10728744939271254,True,True
4,3,explore,5a9a73e0,13,13,13,-2.6211076006801775,0.0,0.15384615384615385,-0.15384615384615385,-0.15384615384615385,-0.07692307692307693,False,True
4,4,selected,e29ed4f8,38,13,13,-0.01804400449768062,0.2631578947368421,0.15384615384615385,0.10931174089068824,-0.06882591093117413,0.05465587044534412,True,True
4,4,explore,5a9a73e0,13,13,13,0.00033905319499227815,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.15384615384615385,True,True
4,5,selected,e29ed4f8,38,13,13,0.0006477412707051045,0.5789473684210527,0.07692307692307693,0.5020242914979758,0.19635627530364375,0.47368421052631576,True,True
4,5,explore,5a9a73e0,13,13,13,0.0006464073743868148,0.23076923076923078,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.07692307692307693,True,True
4,6,selected,e29ed4f8,38,13,13,0.0006013488358949104,0.5,0.15384615384615385,0.34615384615384615,0.19433198380566802,0.2894736842105263,True,True
4,6,explore,5a9a73e0,13,13,13,0.0005330058103294455,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.0,0.07692307692307693,True,True
4,7,selected,e29ed4f8,38,13,13,-0.16736467077753847,0.15789473684210525,0.07692307692307693,0.08097165991902833,-0.04251012145748989,0.08097165991902833,True,True
4,7,explore,5a9a73e0,13,13,13,-2.6199115563339217,0.0,0.07692307692307693,-0.07692307692307693,-0.15384615384615385,-0.07692307692307693,False,True
5,0,selected,e29ed4f8,38,13,13,4.014004034935681e-06,0.5263157894736842,0.3076923076923077,0.21862348178137647,0.12348178137651822,0.10931174089068824,True,True
5,0,explore,c81e4ac7,13,13,13,-2.6234667377056233,0.0,0.3076923076923077,-0.3076923076923077,-0.23076923076923073,-0.15384615384615385,False,True
5,1,selected,e29ed4f8,38,13,13,3.6006958278100853e-05,0.7368421052631579,0.3076923076923077,0.42914979757085014,0.04858299595141702,0.15991902834008095,True,True
5,1,explore,c81e4ac7,13,13,13,8.422064624280523e-05,0.23076923076923078,0.3076923076923077,-0.07692307692307693,-0.23076923076923073,0.0,True,True
5,2,selected,e29ed4f8,38,13,13,4.395393706779771e-06,0.5526315789473685,0.15384615384615385,0.3987854251012146,-0.004048582995951455,0.05465587044534412,True,True
5,2,explore,c81e4ac7,13,13,13,-2.320854907988945e-05,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,True,True
5,3,selected,e29ed4f8,38,13,13,6.937370247417363e-05,0.7894736842105263,0.46153846153846156,0.32793522267206476,0.15182186234817807,0.27125506072874495,True,True
5,3,explore,c81e4ac7,13,13,13,-6.419031484128368e-07,0.15384615384615385,0.46153846153846156,-0.3076923076923077,-0.15384615384615385,-0.23076923076923078,True,True
5,4,selected,e29ed4f8,38,13,13,-0.0010899639973507291,0.3684210526315789,0.38461538461538464,-0.01619433198380571,-0.05668016194331982,0.08299595141700403,True,True
5,4,explore,c81e4ac7,13,13,13,4.8357197708348565e-05,0.15384615384615385,0.38461538461538464,-0.23076923076923078,0.0,0.0,True,True
5,5,selected,e29ed4f8,38,13,13,0.008511220464174851,0.5,0.07692307692307693,0.4230769230769231,0.020242914979757054,0.23684210526315788,True,True
5,5,explore,c81e4ac7,13,13,13,0.008174527237690743,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,True,True
5,6,selected,e29ed4f8,38,13,13,0.629022487805788,0.2894736842105263,0.07692307692307693,0.2125506072874494,-0.2449392712550607,0.15789473684210525,True,True
5,6,explore,c81e4ac7,13,13,13,0.6401788741349879,0.23076923076923078,0.07692307692307693,0.15384615384615385,-0.3846153846153846,0.15384615384615385,True,True
5,7,selected,e29ed4f8,38,13,13,-0.005039879623208954,0.3157894736842105,0.23076923076923078,0.08502024291497973,0.11336032388663964,0.10931174089068824,True,True
5,7,explore,c81e4ac7,13,13,13,-5.268868523167214e-05,0.23076923076923078,0.23076923076923078,0.0,0.07692307692307693,0.0,True,True
6,0,selected,e29ed4f8,38,13,13,5.153001586766237e-05,0.6578947368421053,0.15384615384615385,0.5040485829959515,0.1761133603238867,0.39473684210526316,True,True
6,0,explore,14e87b21,13,13,13,-9.752888325564868e-05,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.07692307692307698,0.0,True,True
6,1,selected,e29ed4f8,38,13,13,-1.5731837339494348e-05,0.5526315789473685,0.46153846153846156,0.09109311740890691,0.022267206477732837,-0.02226720647773281,True,True
6,1,explore,14e87b21,13,13,13,-9.480297940500648e-05,0.23076923076923078,0.46153846153846156,-0.23076923076923078,0.0,-0.15384615384615385,True,True
6,2,selected,e29ed4f8,38,13,13,-0.0001613543632261738,0.42105263157894735,0.46153846153846156,-0.04048582995951422,-0.15991902834008098,0.18421052631578946,True,True
6,2,explore,14e87b21,13,13,13,4.6578220723070274e-05,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.23076923076923084,0.07692307692307693,True,True
6,3,selected,e29ed4f8,38,13,13,-0.001432461948431385,0.3684210526315789,0.3076923076923077,0.06072874493927122,0.0161943319838056,0.2125506072874494,True,True
6,3,explore,14e87b21,13,13,13,-2.6235336146439865,0.0,0.3076923076923077,-0.3076923076923077,-0.38461538461538464,-0.07692307692307693,False,True
6,4,selected,e29ed4f8,38,13,13,7.857830245683317e-05,0.5526315789473685,0.23076923076923078,0.3218623481781377,0.1740890688259109,0.1882591093117409,True,True
6,4,explore,14e87b21,13,13,13,-7.954541993804298e-05,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.23076923076923073,0.07692307692307693,True,True
6,5,selected,e29ed4f8,38,13,13,3.48164166004139e-05,0.6052631578947368,0.46153846153846156,0.14372469635627527,-0.054655870445344146,0.08704453441295545,True,True
6,5,explore,14e87b21,13,13,13,0.0,0.15384615384615385,0.46153846153846156,-0.3076923076923077,0.0,-0.15384615384615385,True,True
6,6,selected,e29ed4f8,38,13,13,0.00010632021309397999,0.47368421052631576,0.07692307692307693,0.39676113360323884,-0.082995951417004,0.31781376518218624,True,True
6,6,explore,14e87b21,13,13,13,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,True,True
6,7,selected,e29ed4f8,38,13,13,8.017165030649309e-05,0.6052631578947368,0.15384615384615385,0.451417004048583,0.1761133603238867,0.2408906882591093,True,True
6,7,explore,14e87b21,13,13,13,-0.6234677793363783,0.07692307692307693,0.15384615384615385,-0.07692307692307693,0.07692307692307698,-0.15384615384615385,True,True
7,0,selected,e29ed4f8,38,13,13,0.0001680423820946686,0.6842105263157895,0.23076923076923078,0.4534412955465587,0.22672064777327927,0.11133603238866396,True,True
7,0,explore,5c424123,13,13,13,0.00018709916374559654,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.23076923076923073,0.15384615384615385,True,True
7,1,selected,e29ed4f8,38,13,13,-8.495195912505693e-06,0.631578947368421,0.5384615384615384,0.09311740890688258,0.022267206477732837,0.034412955465587036,True,True
7,1,explore,5c424123,13,13,13,-4.462180154485296e-05,0.5384615384615384,0.5384615384615384,0.0,0.07692307692307698,-0.15384615384615385,True,True
7,2,selected,e29ed4f8,38,13,13,6.846689020800767e-05,0.5526315789473685,0.6153846153846154,-0.06275303643724695,0.04453441295546556,0.11336032388663964,True,True
7,2,explore,5c424123,13,13,13,2.7163032846999613e-05,0.23076923076923078,0.6153846153846154,-0.38461538461538464,-0.07692307692307687,-0.15384615384615385,True,True
7,3,selected,e29ed4f8,38,13,13,9.03802371472473e-05,0.7368421052631579,0.23076923076923078,0.5060728744939271,0.046558704453441235,0.31781376518218624,True,True
7,3,explore,5c424123,13,13,13,5.680486808357088e-05,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693,True,True
7,4,selected,e29ed4f8,38,13,13,0.00017576590451318097,0.47368421052631576,0.07692307692307693,0.39676113360323884,-0.1578947368421053,0.0,True,True
7,4,explore,5c424123,13,13,13,0.0003076731207047878,0.38461538461538464,0.07692307692307693,0.3076923076923077,-0.07692307692307687,0.0,True,True
7,5,selected,e29ed4f8,38,13,13,3.3370119520981234e-06,0.631578947368421,0.38461538461538464,0.24696356275303638,0.10121457489878538,0.058704453441295545,True,True
7,5,explore,5c424123,13,13,13,-1.7612069106665018e-05,0.46153846153846156,0.38461538461538464,0.07692307692307693,-0.07692307692307687,-0.07692307692307693,True,True
7,6,selected,e29ed4f8,38,13,13,2.5655461227029193,0.21052631578947367,0.0,0.21052631578947367,0.09109311740890691,0.10526315789473684,True,False
7,6,explore,5c424123,13,13,13,2.6235995373178467,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,True,False
7,7,selected,e29ed4f8,38,13,13,-0.00028533800491326033,0.42105263157894735,0.15384615384615385,0.2672064777327935,0.3016194331983806,0.13360323886639675,True,True
7,7,explore,5c424123,13,13,13,-5.4732908820298576e-05,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.3846153846153846,0.0,True,True
8,0,selected,e29ed4f8,38,13,13,-4.922515964889129e-05,0.7105263157894737,0.07692307692307693,0.6336032388663968,-0.054655870445344146,0.37044534412955465,True,True
8,0,explore,5c424123,13,13,13,-0.00015114892372736222,0.15384615384615385,0.07692307692307693,0.07692307692307693,-0.3076923076923077,0.07692307692307693,True,True
8,1,selected,e29ed4f8,38,13,13,-7.400269916191249e-05,0.5,0.23076923076923078,0.2692307692307692,0.2246963562753037,-0.02024291497975711,True,True
8,1,explore,5c424123,13,13,13,-0.00013242086043563361,0.23076923076923078,0.23076923076923078,0.0,0.15384615384615385,-0.07692307692307693,True,True
8,2,selected,e29ed4f8,38,13,13,5.81305638096552e-05,0.7368421052631579,0.3076923076923077,0.42914979757085014,0.10121457489878538,0.291497975708502,True,True
8,2,explore,5c424123,13,13,13,5.582471742515693e-05,0.3076923076923077,0.3076923076923077,0.0,-0.07692307692307687,0.15384615384615385,True,True
8,3,selected,e29ed4f8,38,13,13,1.3858091612029e-06,0.47368421052631576,0.15384615384615385,0.3198380566801619,0.12348178137651822,0.10728744939271254,True,True
8,3,explore,5c424123,13,13,13,-0.002648101730049479,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.15384615384615385,-0.07692307692307693,True,True
8,4,selected,e29ed4f8,38,13,13,0.00011186328830881109,0.7631578947368421,0.23076923076923078,0.5323886639676114,0.024291497975708398,0.39676113360323884,True,True
8,4,explore,5c424123,13,13,13,-0.00017029323535933116,0.23076923076923078,0.23076923076923078,0.0,0.0,-0.07692307692307693,True,True
8,5,selected,e29ed4f8,38,13,13,6.491279316689358e-05,0.7368421052631579,0.23076923076923078,0.5060728744939271,-0.028340080971659964,0.2408906882591093,True,True
8,5,explore,5c424123,13,13,13,3.327528697427695e-05,0.6153846153846154,0.23076923076923078,0.38461538461538464,-0.07692307692307698,0.15384615384615385,True,True
8,6,selected,e29ed4f8,38,13,13,9.23788672708703e-05,0.631578947368421,0.46153846153846156,0.17004048582995945,-0.15991902834008098,0.2672064777327935,True,True
8,6,explore,5c424123,13,13,13,1.2032350222845878e-05,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.23076923076923084,0.07692307692307693,True,True
8,7,selected,e29ed4f8,38,13,13,7.021137502949415e-06,0.6578947368421053,0.3076923076923077,0.3502024291497976,-0.16194331983805665,0.3218623481781377,True,True
8,7,explore,5c424123,13,13,13,8.881080042488776e-06,0.38461538461538464,0.3076923076923077,0.07692307692307693,-0.3076923076923077,0.0,True,True
9,0,selected,e29ed4f8,38,13,13,8.805610517947926e-05,0.6578947368421053,0.3076923076923077,0.3502024291497976,-0.21052631578947367,0.06072874493927122,True,True
9,0,explore,5c424123,13,13,13,5.825560081440528e-06,0.5384615384615384,0.3076923076923077,0.23076923076923073,-0.07692307692307687,0.23076923076923073,True,True
9,1,selected,e29ed4f8,38,13,13,2.121672129762331e-05,0.6578947368421053,0.23076923076923078,0.42712550607287453,-0.006072874493927127,0.2672064777327935,True,True
9,1,explore,5c424123,13,13,13,6.356258146489324e-07,0.5384615384615384,0.23076923076923078,0.30769230769230765,-0.07692307692307698,0.3076923076923077,True,True
9,2,selected,e29ed4f8,38,13,13,-3.58211124793506e-05,0.6052631578947368,0.5384615384615384,0.0668016194331984,0.04858299595141702,-0.02024291497975711,True,True
9,2,explore,5c424123,13,13,13,-0.0011554103821307393,0.15384615384615385,0.5384615384615384,-0.3846153846153846,-0.23076923076923073,-0.23076923076923078,True,True
9,3,selected,e29ed4f8,38,13,13,8.822376121564446e-05,0.6578947368421053,0.46153846153846156,0.19635627530364375,0.1761133603238867,0.1882591093117409,True,True
9,3,explore,5c424123,13,13,13,0.0,0.46153846153846156,0.46153846153846156,0.0,0.07692307692307698,0.15384615384615385,True,True
9,4,selected,e29ed4f8,38,13,13,-9.56281776431922e-07,0.6578947368421053,0.3076923076923077,0.3502024291497976,0.07085020242914986,0.1882591093117409,True,True
9,4,explore,5c424123,13,13,13,6.704963491088733e-07,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.0,-0.07692307692307693,True,True
9,5,selected,e29ed4f8,38,13,13,5.642504916636426e-07,0.6842105263157895,0.46153846153846156,0.22267206477732793,-0.05668016194331982,-0.02024291497975711,True,True
9,5,explore,5c424123,13,13,13,-1.2750846396958337e-05,0.23076923076923078,0.46153846153846156,-0.23076923076923078,0.0,-0.15384615384615385,True,True
9,6,selected,e29ed4f8,38,13,13,4.604530196239409e-06,0.7105263157894737,0.3076923076923077,0.40283400809716596,-0.08097165991902844,0.3198380566801619,True,True
9,6,explore,5c424123,13,13,13,-4.528046759766369e-05,0.23076923076923078,0.3076923076923077,-0.07692307692307693,-0.15384615384615385,-0.07692307692307693,True,True
9,7,selected,e29ed4f8,38,13,13,-8.45664489323994e-06,0.5789473684210527,0.3076923076923077,0.27125506072874495,-0.030364372469635637,0.2408906882591093,True,True
9,7,explore,5c424123,13,13,13,-1.0016771387899581e-05,0.3076923076923077,0.3076923076923077,0.0,0.07692307692307698,0.0,True,True
10,0,selected,e29ed4f8,38,13,13,7.697911223569776e-05,0.6578947368421053,0.38461538461538464,0.2732793522267207,0.09919028340080971,0.21052631578947367,True,True
10,0,explore,f59f8c13,13,13,13,7.600960955489455e-05,0.3076923076923077,0.38461538461538464,-0.07692307692307693,0.15384615384615385,0.15384615384615385,True,True
10,1,selected,e29ed4f8,38,13,13,-8.514655647218206e-11,0.6842105263157895,0.3076923076923077,0.3765182186234818,0.020242914979757054,0.2975708502024291,True,True
10,1,explore,f59f8c13,13,13,13,1.6512304825244684e-05,0.3076923076923077,0.3076923076923077,0.0,0.0,-0.15384615384615385,True,True
10,2,selected,e29ed4f8,38,13,13,0.00037040589089132325,0.5526315789473685,0.23076923076923078,0.3218623481781377,0.25303643724696356,0.15789473684210525,True,True
10,2,explore,f59f8c13,13,13,13,0.0002547177731062611,0.15384615384615385,0.23076923076923078,-0.07692307692307693,0.07692307692307687,0.0,True,True
10,3,selected,e29ed4f8,38,13,13,-3.371375852845304e-05,0.47368421052631576,0.15384615384615385,0.3198380566801619,-0.1336032388663968,0.18623481781376516,True,True
10,3,explore,f59f8c13,13,13,13,5.2167230500277384e-05,0.46153846153846156,0.15384615384615385,0.3076923076923077,-0.15384615384615385,0.38461538461538464,True,True
10,4,selected,e29ed4f8,38,13,13,-9.709397730262026e-09,0.6578947368421053,0.3076923076923077,0.3502024291497976,0.12348178137651822,0.42712550607287453,True,True
10,4,explore,f59f8c13,13,13,13,0.0,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.3076923076923077,0.23076923076923078,True,True
10,5,selected,e29ed4f8,38,13,13,0.00010509682744563875,0.6052631578947368,0.38461538461538464,0.2206477732793522,0.1497975708502024,0.15991902834008095,True,True
10,5,explore,f59f8c13,13,13,13,4.21053390944337e-05,0.15384615384615385,0.38461538461538464,-0.23076923076923078,-0.15384615384615385,0.0,True,True
10,6,selected,e29ed4f8,38,13,13,-1.7992332475458284e-05,0.7631578947368421,0.46153846153846156,0.3016194331983806,0.25506072874493924,0.21862348178137647,True,True
10,6,explore,f59f8c13,13,13,13,-6.49620720398758e-05,0.46153846153846156,0.46153846153846156,0.0,0.3076923076923077,0.0,True,True
10,7,selected,e29ed4f8,38,13,13,-1.3200343529362613e-07,0.6052631578947368,0.6153846153846154,-0.010121457489878583,-0.21255060728744946,-0.02429149797570851,True,True
10,7,explore,f59f8c13,13,13,13,-1.6311828865411826e-07,0.6153846153846154,0.6153846153846154,0.0,-0.23076923076923084,0.0,True,True
11,0,selected,e29ed4f8,38,13,13,-6.24256202286233e-11,0.6842105263157895,0.38461538461538464,0.29959514170040485,-0.006072874493927127,0.3765182186234818,True,True
11,0,explore,5c424123,13,13,13,-2.6247928811344017,0.0,0.38461538461538464,-0.38461538461538464,0.15384615384615385,-0.3076923076923077,False,True
11,1,selected,e29ed4f8,38,13,13,4.440892098500626e-16,0.7894736842105263,0.15384615384615385,0.6356275303643725,0.22672064777327927,0.0,True,True
11,1,explore,5c424123,13,13,13,0.0,0.5384615384615384,0.15384615384615385,0.3846153846153846,0.23076923076923073,0.0,True,True
11,2,selected,e29ed4f8,38,13,13,-1.3548186423850694e-05,0.7105263157894737,0.5384615384615384,0.17206477732793524,-0.004048582995951455,0.17206477732793524,True,True
11,2,explore,5c424123,13,13,13,-1.650176882117549e-05,0.3076923076923077,0.5384615384615384,-0.23076923076923073,0.07692307692307698,-0.30769230769230765,True,True
11,3,selected,e29ed4f8,38,13,13,2.005071500610356e-05,0.6842105263157895,0.3076923076923077,0.3765182186234818,0.2004048582995951,0.3502024291497976,True,True
11,3,explore,5c424123,13,13,13,3.0311381021164152e-05,0.23076923076923078,0.3076923076923077,-0.07692307692307693,0.15384615384615385,-0.07692307692307693,True,True
11,4,selected,e29ed4f8,38,13,13,3.664765920596835e-05,0.7631578947368421,0.15384615384615385,0.6093117408906883,0.020242914979757054,0.5546558704453441,True,True
11,4,explore,5c424123,13,13,13,1.822790153038767e-06,0.38461538461538464,0.15384615384615385,0.23076923076923078,-0.15384615384615385,0.07692307692307693,True,True
11,5,selected,e29ed4f8,38,13,13,-8.67551853911408e-07,0.5,0.23076923076923078,0.2692307692307692,-0.1336032388663968,-0.02024291497975711,True,True
11,5,explore,5c424123,13,13,13,3.708896862075761e-06,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.0,0.0,True,True
11,6,selected,e29ed4f8,38,13,13,1.84406476044785e-06,0.631578947368421,0.23076923076923078,0.40080971659919024,0.1255060728744939,0.13360323886639675,True,True
11,6,explore,5c424123,13,13,13,0.0,0.46153846153846156,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.15384615384615385,True,True
11,7,selected,e29ed4f8,38,13,13,-2.387772198186866e-06,0.5263157894736842,0.46153846153846156,0.06477732793522262,0.05060728744939269,-0.04251012145748989,True,True
