<strategy>
Use exact rational polynomial arithmetic to construct Hermite polynomials, optimize over 8 coefficients with adaptive bounds, and refine with L-BFGS-B. Focus on symmetry and scale invariance.
</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from sympy import symbols, Rational, Poly, expand, diff, hermite

def run(seed=42, budget_s=100, **kwargs):
    np.random.seed(seed)
    start_time = time.time()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove_content()
            expr = expr.as_poly().remove
