<strategy>
Use a gradient-based optimizer with a warm start from low-coefficient configurations, followed by a structured grid search on scaled coefficients. Initialize with a small number of coefficients and gradually increase, using exact polynomial arithmetic to guide the search.
</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from functools import partial
from sympy import symbols, Hermite, simplify, Poly, solve, Eq
import time

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    
    def evaluate_c4_coefficients(coeffs):
        from sympy import symbols, Hermite, simplify, Poly, solve, Eq
        z = symbols('z')
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
        expr = expr.as_leading_term(z)
