<strategy>
Use exact rational polynomial arithmetic with a grid search on rational coefficients to find promising candidates, then refine with a numerical optimizer. Use Hermite polynomials' properties to guide the search and prioritize coefficients that maximize r_max².
</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from sympy import symbols, expand, Hermite, Poly, Rational

def run(seed=42, budget_s=100, **kwargs):
    np.random.seed(seed)
    
    def eval_bound(c):
        try:
            c = np.array(c, dtype=object)
            c = [Rational(i) for i in c]
            z = symbols('z')
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q.as_numer_denom()[0]
            Q = Q
